Month,Item Fat Content,Item Type,Outlet Location Type,Outlet Size,Outlet Type,Sales,Rating
NOV,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type2,95,4.4
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,160,4.4
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,148,4.4
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,260,4.4
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,230,4.4
NOV,Low Fat,Others,Tier 3,Medium,Supermarket Type2,66,4.4
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,216,4.4
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,43,4.4
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,220,4.4
NOV,Regular,Baking Goods,Tier 3,Medium,Supermarket Type2,77,4.4
NOV,Regular,Baking Goods,Tier 3,Medium,Supermarket Type2,99,4.4
NOV,Regular,Breads,Tier 3,Medium,Supermarket Type2,109,4.4
NOV,Regular,Breakfast,Tier 3,Medium,Supermarket Type2,58,4.4
NOV,Regular,Canned,Tier 3,Medium,Supermarket Type2,85,4.4
NOV,Regular,Canned,Tier 3,Medium,Supermarket Type2,88,4.4
NOV,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type2,214,4.4
NOV,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type2,260,4.4
NOV,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type2,176,4.4
NOV,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type2,188,4.4
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,194,4.4
NOV,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,103,4.4
NOV,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,61,4.4
NOV,low fat,Snack Foods,Tier 3,Medium,Supermarket Type2,147,4.4
NOV,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type2,162,4.3
NOV,Regular,Dairy,Tier 3,Medium,Supermarket Type2,213,4.3
NOV,Low Fat,Dairy,Tier 3,Medium,Supermarket Type2,174,4.3
NOV,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type2,106,4.3
NOV,Low Fat,Meat,Tier 3,Medium,Supermarket Type2,221,4.3
NOV,Regular,Seafood,Tier 3,Medium,Supermarket Type2,150,4.3
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,102,4.3
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,121,4.3
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,245,4.3
NOV,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type2,111,4.3
NOV,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type2,85,4.3
NOV,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type2,88,4.3
NOV,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type2,113,4.3
NOV,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type2,43,4.3
NOV,Low Fat,Canned,Tier 3,Medium,Supermarket Type2,150,4.3
NOV,Low Fat,Dairy,Tier 3,Medium,Supermarket Type2,42,4.3
NOV,Low Fat,Dairy,Tier 3,Medium,Supermarket Type2,151,4.3
NOV,Low Fat,Dairy,Tier 3,Medium,Supermarket Type2,264,4.3
NOV,Low Fat,Dairy,Tier 3,Medium,Supermarket Type2,49,4.3
NOV,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type2,46,4.3
NOV,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type2,263,4.3
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,242,4.3
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,180,4.3
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,49,4.3
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,234,4.3
NOV,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type2,122,4.3
NOV,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type2,66,4.3
NOV,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type2,224,4.3
NOV,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type2,237,4.3
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,150,4.3
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,47,4.3
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,180,4.3
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,253,4.3
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,192,4.3
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,209,4.3
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,61,4.3
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,150,4.3
NOV,Low Fat,Meat,Tier 3,Medium,Supermarket Type2,139,4.3
NOV,Low Fat,Others,Tier 3,Medium,Supermarket Type2,191,4.3
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,107,4.3
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,168,4.3
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,59,4.3
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,255,4.3
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,123,4.3
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,161,4.3
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,164,4.3
NOV,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type2,243,4.3
NOV,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type2,196,4.3
NOV,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type2,82,4.3
NOV,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type2,66,4.3
NOV,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type2,57,4.3
NOV,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type2,164,4.3
NOV,Regular,Baking Goods,Tier 3,Medium,Supermarket Type2,154,4.3
NOV,Regular,Breads,Tier 3,Medium,Supermarket Type2,159,4.3
NOV,Regular,Breakfast,Tier 3,Medium,Supermarket Type2,233,4.3
NOV,Regular,Canned,Tier 3,Medium,Supermarket Type2,123,4.3
NOV,Regular,Canned,Tier 3,Medium,Supermarket Type2,42,4.3
NOV,Regular,Canned,Tier 3,Medium,Supermarket Type2,174,4.3
NOV,Regular,Canned,Tier 3,Medium,Supermarket Type2,99,4.3
NOV,Regular,Canned,Tier 3,Medium,Supermarket Type2,59,4.3
NOV,Regular,Dairy,Tier 3,Medium,Supermarket Type2,53,4.3
NOV,Regular,Dairy,Tier 3,Medium,Supermarket Type2,49,4.3
NOV,Regular,Dairy,Tier 3,Medium,Supermarket Type2,256,4.3
NOV,Regular,Dairy,Tier 3,Medium,Supermarket Type2,78,4.3
NOV,Regular,Dairy,Tier 3,Medium,Supermarket Type2,121,4.3
NOV,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type2,76,4.3
NOV,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type2,233,4.3
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,81,4.3
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,118,4.3
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,197,4.3
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,166,4.3
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,110,4.3
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,92,4.3
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,162,4.3
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,60,4.3
NOV,Regular,Meat,Tier 3,Medium,Supermarket Type2,103,4.3
NOV,Regular,Meat,Tier 3,Medium,Supermarket Type2,182,4.3
NOV,Regular,Meat,Tier 3,Medium,Supermarket Type2,158,4.3
NOV,Regular,Meat,Tier 3,Medium,Supermarket Type2,176,4.3
NOV,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,108,4.3
NOV,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,178,4.3
NOV,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,187,4.3
NOV,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,257,4.3
NOV,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,118,4.3
NOV,Regular,Soft Drinks,Tier 3,Medium,Supermarket Type2,125,4.3
NOV,Regular,Starchy Foods,Tier 3,Medium,Supermarket Type2,47,4.3
NOV,low fat,Soft Drinks,Tier 3,Medium,Supermarket Type2,161,4.3
NOV,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type2,259,4.3
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,180,4.3
NOV,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type2,96,4.2
NOV,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,100,4.2
NOV,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type2,44,4.2
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,201,4.2
NOV,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type2,116,4.2
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,74,4.2
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,172,4.2
NOV,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type2,144,4.2
NOV,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type2,93,4.2
NOV,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type2,196,4.2
NOV,Low Fat,Canned,Tier 3,Medium,Supermarket Type2,51,4.2
NOV,Low Fat,Canned,Tier 3,Medium,Supermarket Type2,94,4.2
NOV,Low Fat,Dairy,Tier 3,Medium,Supermarket Type2,103,4.2
NOV,Low Fat,Dairy,Tier 3,Medium,Supermarket Type2,250,4.2
NOV,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type2,221,4.2
NOV,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type2,161,4.2
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,37,4.2
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,195,4.2
NOV,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type2,34,4.2
NOV,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type2,171,4.2
NOV,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type2,129,4.2
NOV,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type2,187,4.2
NOV,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type2,97,4.2
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,152,4.2
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,190,4.2
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,37,4.2
NOV,Low Fat,Meat,Tier 3,Medium,Supermarket Type2,51,4.2
NOV,Low Fat,Others,Tier 3,Medium,Supermarket Type2,143,4.2
NOV,Low Fat,Others,Tier 3,Medium,Supermarket Type2,79,4.2
NOV,Low Fat,Seafood,Tier 3,Medium,Supermarket Type2,108,4.2
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,120,4.2
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,115,4.2
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,125,4.2
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,220,4.2
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,141,4.2
NOV,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type2,147,4.2
NOV,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type2,238,4.2
NOV,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type2,144,4.2
NOV,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type2,44,4.2
NOV,Regular,Baking Goods,Tier 3,Medium,Supermarket Type2,221,4.2
NOV,Regular,Breads,Tier 3,Medium,Supermarket Type2,34,4.2
NOV,Regular,Breads,Tier 3,Medium,Supermarket Type2,46,4.2
NOV,Regular,Breakfast,Tier 3,Medium,Supermarket Type2,174,4.2
NOV,Regular,Canned,Tier 3,Medium,Supermarket Type2,190,4.2
NOV,Regular,Canned,Tier 3,Medium,Supermarket Type2,79,4.2
NOV,Regular,Canned,Tier 3,Medium,Supermarket Type2,216,4.2
NOV,Regular,Canned,Tier 3,Medium,Supermarket Type2,114,4.2
NOV,Regular,Dairy,Tier 3,Medium,Supermarket Type2,59,4.2
NOV,Regular,Dairy,Tier 3,Medium,Supermarket Type2,145,4.2
NOV,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type2,110,4.2
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,190,4.2
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,195,4.2
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,43,4.2
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,64,4.2
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,177,4.2
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,124,4.2
NOV,Regular,Meat,Tier 3,Medium,Supermarket Type2,113,4.2
NOV,Regular,Meat,Tier 3,Medium,Supermarket Type2,195,4.2
NOV,Regular,Seafood,Tier 3,Medium,Supermarket Type2,188,4.2
NOV,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,62,4.2
NOV,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,265,4.2
NOV,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,39,4.2
NOV,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,228,4.2
NOV,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,97,4.2
NOV,Regular,Starchy Foods,Tier 3,Medium,Supermarket Type2,94,4.2
NOV,low fat,Household,Tier 3,Medium,Supermarket Type2,233,4.2
NOV,Regular,Breads,Tier 3,Medium,Supermarket Type2,79,4.2
NOV,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type2,33,4.2
NOV,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,176,4.2
NOV,Regular,Starchy Foods,Tier 3,Medium,Supermarket Type2,239,4.2
NOV,Regular,Soft Drinks,Tier 3,Medium,Supermarket Type2,123,4.1
NOV,Low Fat,Canned,Tier 3,Medium,Supermarket Type2,223,4.1
NOV,Low Fat,Meat,Tier 3,Medium,Supermarket Type2,196,4.1
NOV,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type2,141,4.1
NOV,Low Fat,Others,Tier 3,Medium,Supermarket Type2,105,4.1
NOV,Low Fat,Meat,Tier 3,Medium,Supermarket Type2,128,4.1
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,33,4.1
NOV,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type2,184,4.1
NOV,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type2,34,4.1
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,193,4.1
NOV,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type2,160,4.1
NOV,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type2,149,4.1
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,178,4.1
NOV,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type2,150,4.1
NOV,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type2,142,4.1
NOV,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type2,109,4.1
NOV,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type2,180,4.1
NOV,Low Fat,Breads,Tier 3,Medium,Supermarket Type2,177,4.1
NOV,Low Fat,Breads,Tier 3,Medium,Supermarket Type2,196,4.1
NOV,Low Fat,Breakfast,Tier 3,Medium,Supermarket Type2,128,4.1
NOV,Low Fat,Canned,Tier 3,Medium,Supermarket Type2,119,4.1
NOV,Low Fat,Canned,Tier 3,Medium,Supermarket Type2,77,4.1
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,160,4.1
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,63,4.1
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,179,4.1
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,174,4.1
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,217,4.1
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,109,4.1
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,171,4.1
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,188,4.1
NOV,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type2,154,4.1
NOV,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type2,100,4.1
NOV,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type2,82,4.1
NOV,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type2,184,4.1
NOV,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type2,194,4.1
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,129,4.1
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,170,4.1
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,140,4.1
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,131,4.1
NOV,Low Fat,Others,Tier 3,Medium,Supermarket Type2,50,4.1
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,184,4.1
NOV,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,145,4.1
NOV,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type2,189,4.1
NOV,Low Fat,Starchy Foods,Tier 3,Medium,Supermarket Type2,178,4.1
NOV,Regular,Baking Goods,Tier 3,Medium,Supermarket Type2,53,4.1
NOV,Regular,Baking Goods,Tier 3,Medium,Supermarket Type2,165,4.1
NOV,Regular,Baking Goods,Tier 3,Medium,Supermarket Type2,36,4.1
NOV,Regular,Baking Goods,Tier 3,Medium,Supermarket Type2,87,4.1
NOV,Regular,Breads,Tier 3,Medium,Supermarket Type2,188,4.1
NOV,Regular,Canned,Tier 3,Medium,Supermarket Type2,117,4.1
NOV,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type2,244,4.1
NOV,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type2,51,4.1
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,164,4.1
NOV,Regular,Meat,Tier 3,Medium,Supermarket Type2,228,4.1
NOV,Regular,Meat,Tier 3,Medium,Supermarket Type2,134,4.1
NOV,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,142,4.1
NOV,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,180,4.1
NOV,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,147,4.1
NOV,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,98,4.1
NOV,Regular,Starchy Foods,Tier 3,Medium,Supermarket Type2,186,4.1
NOV,Low Fat,Canned,Tier 3,Medium,Supermarket Type2,179,4
NOV,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type2,212,4
NOV,Low Fat,Canned,Tier 3,Medium,Supermarket Type2,149,4
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,188,4
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,90,4
NOV,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type2,214,4
NOV,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,132,4
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,111,4
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,212,4
NOV,Low Fat,Breakfast,Tier 3,Medium,Supermarket Type2,176,4
NOV,Low Fat,Household,Tier 3,Medium,Supermarket Type2,166,4
NOV,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type2,187,4
NOV,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type2,196,4
NOV,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type2,80,4
NOV,Low Fat,Breads,Tier 3,Medium,Supermarket Type2,230,4
NOV,Low Fat,Canned,Tier 3,Medium,Supermarket Type2,177,4
NOV,Low Fat,Canned,Tier 3,Medium,Supermarket Type2,254,4
NOV,Low Fat,Dairy,Tier 3,Medium,Supermarket Type2,148,4
NOV,Low Fat,Dairy,Tier 3,Medium,Supermarket Type2,121,4
NOV,Low Fat,Dairy,Tier 3,Medium,Supermarket Type2,38,4
NOV,Low Fat,Dairy,Tier 3,Medium,Supermarket Type2,257,4
NOV,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type2,101,4
NOV,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type2,265,4
NOV,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type2,195,4
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,167,4
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,145,4
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,110,4
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,97,4
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,56,4
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,131,4
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,180,4
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,170,4
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,163,4
NOV,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,127,4
OCT,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,38,4
OCT,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type2,124,4
OCT,Low Fat,Household,Tier 3,Medium,Supermarket Type2,254,4
OCT,Low Fat,Household,Tier 3,Medium,Supermarket Type2,125,4
OCT,Low Fat,Household,Tier 3,Medium,Supermarket Type2,167,4
OCT,Low Fat,Household,Tier 3,Medium,Supermarket Type2,101,4
OCT,Low Fat,Meat,Tier 3,Medium,Supermarket Type2,63,4
OCT,Low Fat,Meat,Tier 3,Medium,Supermarket Type2,165,4
OCT,Low Fat,Others,Tier 3,Medium,Supermarket Type2,241,4
OCT,Low Fat,Others,Tier 3,Medium,Supermarket Type2,59,4
OCT,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,100,4
OCT,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,178,4
OCT,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,107,4
OCT,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,214,4
OCT,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type2,218,4
OCT,Regular,Breads,Tier 3,Medium,Supermarket Type2,257,4
OCT,Regular,Breads,Tier 3,Medium,Supermarket Type2,105,4
OCT,Regular,Breakfast,Tier 3,Medium,Supermarket Type2,101,4
OCT,Regular,Canned,Tier 3,Medium,Supermarket Type2,252,4
OCT,Regular,Canned,Tier 3,Medium,Supermarket Type2,90,4
OCT,Regular,Canned,Tier 3,Medium,Supermarket Type2,153,4
OCT,Regular,Canned,Tier 3,Medium,Supermarket Type2,159,4
OCT,Regular,Dairy,Tier 3,Medium,Supermarket Type2,87,4
OCT,Regular,Dairy,Tier 3,Medium,Supermarket Type2,239,4
OCT,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type2,246,4
OCT,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,131,4
OCT,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,118,4
OCT,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,114,4
OCT,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,115,4
OCT,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,226,4
OCT,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,206,4
OCT,Regular,Meat,Tier 3,Medium,Supermarket Type2,177,4
OCT,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,130,4
OCT,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,223,4
OCT,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,144,4
OCT,low fat,Hard Drinks,Tier 3,Medium,Supermarket Type2,151,4
OCT,low fat,Snack Foods,Tier 3,Medium,Supermarket Type2,188,3.9
OCT,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type2,123,3.9
OCT,Low Fat,Dairy,Tier 3,Medium,Supermarket Type2,178,3.9
OCT,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type2,199,3.9
OCT,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type2,147,3.9
OCT,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type2,46,3.9
OCT,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,90,3.9
OCT,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,95,3.9
OCT,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type2,154,3.9
OCT,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type2,145,3.9
OCT,Low Fat,Household,Tier 3,Medium,Supermarket Type2,56,3.9
OCT,Low Fat,Household,Tier 3,Medium,Supermarket Type2,248,3.9
OCT,Low Fat,Household,Tier 3,Medium,Supermarket Type2,119,3.9
OCT,Low Fat,Meat,Tier 3,Medium,Supermarket Type2,189,3.9
OCT,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type2,154,3.9
OCT,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type2,200,3.9
OCT,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type2,197,3.9
OCT,Low Fat,Starchy Foods,Tier 3,Medium,Supermarket Type2,91,3.9
OCT,Regular,Baking Goods,Tier 3,Medium,Supermarket Type2,51,3.9
OCT,Regular,Baking Goods,Tier 3,Medium,Supermarket Type2,265,3.9
OCT,Regular,Dairy,Tier 3,Medium,Supermarket Type2,62,3.9
OCT,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type2,113,3.9
OCT,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type2,49,3.9
OCT,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,199,3.9
OCT,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,170,3.9
OCT,Regular,Soft Drinks,Tier 3,Medium,Supermarket Type2,57,3.9
OCT,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type2,225,3.9
OCT,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,166,3.8
OCT,Low Fat,Household,Tier 3,Medium,Supermarket Type2,94,3.8
OCT,Regular,Snack Foods,Tier 3,Medium,Supermarket Type2,66,3.8
OCT,Low Fat,Breads,Tier 3,Medium,Supermarket Type2,43,3.8
